prospect_id,venue_type,geo_cluster,in_expansion_market,baseline_level,dwell_time_min,screen_count,audience_quality,calibrated_lift_feature,geo_demand_multiplier,true_ad_revenue_potential_prospect
P0000,bar,21,True,392.42767772018436,67.81152366397525,2,0.7410384753137703,19.57178136495832,1.2397856412527695,789.4715717762076
P0001,bar,24,True,451.0316641730359,67.15156269158597,1,0.7404956171918834,19.57178136495832,1.003951872317518,619.6633353026299
P0002,bar,24,True,283.0577640447162,78.43245384539763,2,0.5131127374586321,19.57178136495832,1.003951872317518,393.8987589887951
P0003,bar,22,True,271.1652826527878,63.55795443830013,3,0.9006287266302493,19.57178136495832,0.7975192829906805,448.48362928007293
P0004,bar,22,True,314.3280693130263,82.14382937280529,3,0.402554657267179,19.57178136495832,0.7975192829906805,362.71137596285547
P0005,bar,22,True,216.02177942782586,93.73855705153491,1,0.6330042619654109,19.57178136495832,0.7975192829906805,240.4116774821246
P0006,bar,24,True,228.39225429574253,78.78578899646465,2,0.46799636203744954,19.57178136495832,1.003951872317518,304.1213629376937
P0007,bar,22,True,214.39814039807837,72.54016018793828,2,0.5317351660168886,19.57178136495832,0.7975192829906805,235.42576716177498
P0008,bar,24,True,202.65167847048752,54.63140221397016,1,0.7801502306244632,19.57178136495832,1.003951872317518,271.56139483990876
P0009,bar,23,True,330.0444507615011,45.37469592265719,3,0.3235590827302764,19.57178136495832,1.3268986032784775,490.7994083373921
P0010,bar,15,False,368.10353932418286,49.72085789868413,3,0.5205266833197582,19.57178136495832,1.0339918143594733,539.7042347667227
P0011,bar,4,False,245.94825315586513,79.59544967869813,3,0.5660367469514248,19.57178136495832,1.0275822800548309,427.3881942780213
P0012,bar,12,False,421.0914711154362,53.72428854747489,3,0.41892756650450064,19.57178136495832,0.8144217863374531,446.19015020044156
P0013,bar,6,False,315.18141398658537,51.61861636722867,2,0.6484757206853705,19.57178136495832,1.1629429608386825,511.4799247241667
P0014,bar,2,False,248.9072128662972,95.46547078536398,2,0.7405081947242622,19.57178136495832,0.8075273088415456,365.3953104886506
P0015,bar,18,False,330.95827910304877,64.08512235626795,2,0.7141920390173164,19.57178136495832,1.061786816780963,548.8024986241071
P0016,bar,17,False,257.73589453107854,74.65414097683183,2,0.5548412067899032,19.57178136495832,1.1237477840063734,411.4013048341756
P0017,bar,3,False,390.9259424592622,69.45150216615075,2,0.6366854857071953,19.57178136495832,0.755015792624648,441.81016332970194
P0018,bar,15,False,373.89090447011955,83.76492179581236,3,0.7917699201730896,19.57178136495832,1.0339918143594733,805.9253526717257
P0019,bar,13,False,296.1814500161318,82.08591699787982,2,0.6601211801478672,19.57178136495832,0.9486158444409548,452.7553487577443
P0020,gym,24,True,163.382885322103,45.20061918531922,1,0.5912373692227814,13.054646261079396,1.003951872317518,136.79921299419792
P0021,gym,22,True,287.7826435192872,27.86432075308877,1,0.37541716979130235,13.054646261079396,0.7975192829906805,137.80873548661958
P0022,gym,24,True,207.39060539353014,49.70689013767997,3,0.582734725245508,13.054646261079396,1.003951872317518,241.20835892535032
P0023,gym,23,True,287.09820660623654,70.86344675773026,2,0.35634622426422974,13.054646261079396,1.3268986032784775,339.3837242194209
P0024,gym,24,True,292.36764137379015,32.49708799526371,3,0.4324570851079562,13.054646261079396,1.003951872317518,263.80826855543364
P0025,gym,20,True,232.63813351689782,39.151158232027335,3,0.5263692237773963,13.054646261079396,0.7856798158333477,188.5158692285124
P0026,gym,21,True,273.5547224643764,47.12140727407914,1,0.655073462956843,13.054646261079396,1.2397856412527695,302.7972621699693
P0027,gym,21,True,322.8301474272614,35.75683997680382,1,0.524837219258852,13.054646261079396,1.2397856412527695,295.97554580679304
P0028,gym,21,True,201.06103335820242,79.14331896988944,2,0.4586185487514083,13.054646261079396,1.2397856412527695,259.1666913627955
P0029,gym,22,True,243.55950575941827,44.664903301182974,3,0.6529305883827998,13.054646261079396,0.7975192829906805,232.65613444513218
P0030,gym,7,False,259.8827012945296,38.1066597471541,1,0.6339724108581862,13.054646261079396,0.7035462344227063,151.80983632565236
P0031,gym,4,False,255.32068144679346,50.49155205192708,1,0.8871625232395928,13.054646261079396,1.0275822800548309,286.8525353886856
P0032,gym,7,False,321.4620353156338,58.75938822426667,3,0.717334824642888,13.054646261079396,0.7035462344227063,309.9427204137238
P0033,gym,10,False,200.5618641030823,36.978421367071945,1,0.5232392259692001,13.054646261079396,0.8089120417174245,120.70306825247599
P0034,gym,13,False,269.22457967696886,33.42958535049843,3,0.6547853456004784,13.054646261079396,0.9486158444409548,285.96059428943664
P0035,gym,3,False,330.75280129569984,42.44746092946412,1,0.6239985373732758,13.054646261079396,0.755015792624648,211.02759480516735
P0036,gym,17,False,250.1246641223949,76.71378195337633,2,0.605535665468179,13.054646261079396,1.1237477840063734,332.98742867468405
P0037,gym,16,False,232.23275626723634,55.640835713503535,1,0.38076845758681777,13.054646261079396,1.1863315924054103,196.90700042460205
P0038,gym,16,False,344.1273071363326,34.10782319340646,3,0.8035698696745348,13.054646261079396,1.1863315924054103,518.2366557717883
P0039,gym,17,False,202.83565025233617,66.30574565053186,2,0.498122319920301,13.054646261079396,1.1237477840063734,231.14474956583553
P0040,restaurant,22,True,465.81787352714355,60.78037837918472,2,0.7446797538709901,18.693631048664304,0.7975192829906805,488.2049710049137
P0041,restaurant,21,True,444.49593265063885,46.02440118374585,2,0.5176314789396514,18.693631048664304,1.2397856412527695,533.5815705312244
P0042,restaurant,22,True,452.56142982562017,35.1142981900934,3,0.6506915564361466,18.693631048664304,0.7975192829906805,418.98484613985704
P0043,restaurant,24,True,331.67495537624796,42.187920223064495,1,0.6569918238774612,18.693631048664304,1.003951872317518,301.3273386127969
P0044,restaurant,22,True,482.6683311083737,41.19111609040864,2,0.636577625413157,18.693631048664304,0.7975192829906805,401.3266931620166
P0045,restaurant,21,True,381.21585221141464,43.86564795479442,3,0.7000526498717841,18.693631048664304,1.2397856412527695,612.6854704003266
P0046,restaurant,24,True,434.648054223629,44.564127244929026,2,0.508402141584203,18.693631048664304,1.003951872317518,414.1344473083185
P0047,restaurant,24,True,494.3608689413189,45.51614287316462,2,0.8914381922007341,18.693631048664304,1.003951872317518,654.5958357631357
P0048,restaurant,23,True,429.8824787754348,36.185108320923604,1,0.705951105829716,18.693631048664304,1.3268986032784775,513.3152535461724
P0049,restaurant,21,True,362.1124022343888,31.330671095317197,2,0.95,18.693631048664304,1.2397856412527695,551.738930517723
P0050,restaurant,11,False,468.4784724095406,29.290842428872534,2,0.6654796385127458,18.693631048664304,1.2417115693927145,564.8540518926075
P0051,restaurant,10,False,381.9533904410506,27.5418467702556,2,0.3901099596454794,18.693631048664304,0.8089120417174245,225.72591567399718
P0052,restaurant,8,False,492.3352807163486,50.64501119407507,3,0.35526993241620464,18.693631048664304,0.9985524773283811,477.4654622810045
