venue_id,venue_type,geo_cluster,baseline_level,dwell_time_min,screen_count,audience_quality,traffic_tier,pool,rct_arm,geo_demand_multiplier,true_ad_revenue_potential,monetization_efficiency,thin_coverage_market,individual_execution_gap,realized_ad_revenue,calibrated_lift_feature
0,restaurant,2,419.5753892706416,43.87611240149561,3,0.7964042364697145,high,rct,treated,0.8075273088415456,474.52786217825246,0.589029927594909,False,True,295.67708757320696,18.693631048664304
1,restaurant,8,241.0388042192476,24.272257856127865,3,0.7175436329290225,low,obs,,0.9985524773283811,269.71651853443615,0.4881658299779665,False,True,152.40222356079084,18.693631048664304
2,restaurant,15,492.6029078132333,33.52848627918072,2,0.6664899034151077,high,obs,,1.0339918143594733,512.816277174047,0.6922887810571736,False,False,327.68127305379556,18.693631048664304
3,restaurant,16,480.8292573646817,39.87054988052921,1,0.4493726455005724,high,obs,,1.1863315924054103,416.0526224625771,0.5941710718171102,False,True,252.8426737355275,18.693631048664304
4,restaurant,0,343.92696322344125,44.8403539765846,2,0.6049515132618521,low,rct,holdout,0.812320009776488,291.13468929525095,0.6490930669001079,True,False,192.02630066546004,18.693631048664304
5,restaurant,16,392.2414712454516,38.99702618581297,2,0.4290683532219482,low,obs,,1.1863315924054103,389.85931093979355,0.9562532890158065,False,False,388.58302075541894,18.693631048664304
6,restaurant,9,511.68154014203407,31.688280352597936,1,0.4553888680984605,high,obs,,1.010749464328485,355.42026342630186,0.7973958616011316,False,False,344.7329068633129,18.693631048664304
7,restaurant,4,328.8180326132915,48.01408951455328,2,0.5786504770887694,low,obs,,1.0275822800548309,351.9036365778747,0.627845197498774,True,False,209.302299932555,18.693631048664304
8,restaurant,12,543.6708854165768,36.19058668635338,3,0.7236899650025312,high,rct,treated,0.8144217863374531,551.3679230088167,0.7158785060746108,False,False,363.16864193395486,18.693631048664304
9,restaurant,14,357.759756655644,26.20925708332928,2,0.5291205268582746,low,obs,,1.0776802168048698,321.9281637225014,0.8295130305386063,False,False,278.55385094554526,18.693631048664304
10,restaurant,14,330.06271972897366,41.55030826915884,3,0.5311128389885708,low,rct,treated,1.0776802168048698,389.269423423632,0.8191617721463558,False,False,275.489910693751,18.693631048664304
11,restaurant,18,611.760966982385,43.08888622752417,1,0.5047422157181245,high,obs,,1.061786816780963,513.9719801513858,0.8754177776741344,False,False,450.3556575300002,18.693631048664304
12,restaurant,14,357.48110089118643,43.839803932869415,1,0.6305065927146959,low,obs,,1.0776802168048698,344.9470756191443,0.8592532504038114,False,False,272.4544050132256,18.693631048664304
13,restaurant,18,375.8590191838323,37.37625927162768,2,0.6846605377481843,low,obs,,1.061786816780963,420.9224188928638,0.47337640397524666,False,True,205.97139262386398,18.693631048664304
14,restaurant,6,494.489993900772,33.83286883456772,2,0.699342979370573,high,obs,,1.1629429608386825,596.7710064819397,0.8151595073074999,False,False,484.5526878546223,18.693631048664304
15,restaurant,14,405.73047490220256,38.20264901556525,3,0.732172848814613,low,obs,,1.0776802168048698,557.1011444954927,0.804228733087752,False,False,479.90782066002583,18.693631048664304
16,restaurant,16,401.5433835391281,30.050796698019106,2,0.4530132434067312,low,rct,treated,1.1863315924054103,380.67195439481736,0.8257605772551356,False,False,320.04645163527897,18.693631048664304
17,restaurant,18,309.2691296113717,46.20335174881013,2,0.563611613975147,low,rct,holdout,1.061786816780963,332.7591930124813,0.8348581134940808,False,False,268.79810750023887,18.693631048664304
18,restaurant,8,543.6409104418074,36.559809233987565,1,0.6812239188810421,high,rct,holdout,0.9985524773283811,479.9379397039333,0.7671748072951295,False,False,371.03200858330194,18.693631048664304
19,restaurant,9,320.52814019897545,33.56335325753721,1,0.573163435900032,low,rct,holdout,1.010749464328485,253.98944485229802,0.9203232759342895,False,False,250.7853598967552,18.693631048664304
20,restaurant,4,385.30795740525735,41.556953215642174,3,0.4928066138881373,low,rct,treated,1.0275822800548309,417.22386657047866,0.567783292449187,True,False,224.30927875649246,18.693631048664304
21,restaurant,13,461.55967670578985,40.310303176106025,3,0.4439780456661401,high,rct,treated,0.9486158444409548,434.48831173943654,0.9947599795552943,False,False,442.34469744488166,18.693631048664304
22,restaurant,16,424.8761412565137,37.26874381821264,2,0.5578964031419253,high,obs,,1.1863315924054103,474.3363436817378,0.9096673004539289,False,False,460.65918193653357,18.693631048664304
23,restaurant,0,419.7470997782217,36.16957371901592,1,0.6586426804532606,high,rct,treated,0.812320009776488,294.76591834896703,0.5613119013465587,True,False,177.10777130207262,18.693631048664304
24,restaurant,11,454.15701426934834,30.44290223352188,3,0.3927249695836448,high,obs,,1.2417115693927145,488.6966726264363,0.8929324590977011,False,False,428.5626286428474,18.693631048664304
25,restaurant,1,448.8324424314603,32.409623328812614,2,0.5452089994522585,high,obs,,1.0566406771193153,423.91829735436556,0.9146133100836285,False,False,401.4517694169938,18.693631048664304
26,restaurant,16,380.01963841312295,41.33236419283977,2,0.5229378520548167,low,obs,,1.1863315924054103,423.48979801128326,0.7888947789649547,False,False,285.31441322662386,18.693631048664304
27,restaurant,2,427.84462202571785,43.70400995174006,1,0.3114546911993413,high,obs,,0.8075273088415456,221.81871855962373,0.8852286777356617,False,False,186.88352435115215,18.693631048664304
28,restaurant,9,327.187957013531,29.139743730142243,1,0.5927288545539189,low,obs,,1.010749464328485,254.42891173524436,0.5863543120863502,False,True,137.5119347575442,18.693631048664304
29,restaurant,13,377.0021159272262,50.79997638293847,3,0.5702323079313998,low,obs,,0.9486158444409548,435.1133571062643,0.7747908027129015,False,False,331.32771949247524,18.693631048664304
30,restaurant,3,560.056232113649,35.19107965943608,3,0.7140092561048297,high,obs,,0.755015792624648,518.2030076821105,0.6372937821816302,True,False,355.7815578003125,18.693631048664304
31,restaurant,7,519.1606056651884,29.76623982977596,3,0.44807115871587,high,rct,holdout,0.7035462344227063,334.235971589324,0.8432459000285476,False,False,284.8791167068508,18.693631048664304
32,restaurant,15,311.5122785293997,48.22620914580836,1,0.7355008167355607,low,obs,,1.0339918143594733,325.6338604287384,0.8770030256689892,False,False,271.81842226705845,18.693631048664304
33,restaurant,16,377.5540283466097,45.54178376567404,2,0.6396418383447907,low,obs,,1.1863315924054103,483.9371814443644,0.9541255983503779,False,False,460.8269133976216,18.693631048664304
34,restaurant,12,400.1990775341588,39.29993374728118,1,0.4799053633610072,low,obs,,0.8144217863374531,244.28110996068995,0.8419373377554522,False,False,230.51418245985994,18.693631048664304
35,restaurant,0,405.72942351118303,37.36222547672652,1,0.8259394499425967,low,obs,,0.812320009776488,329.1805007657931,0.5658763268874595,True,False,189.50554186481742,18.693631048664304
36,restaurant,7,418.9287799973525,42.86138526714352,1,0.819363405264631,high,obs,,0.7035462344227063,305.71142422870827,0.6887065962568905,False,True,228.0355165356226,18.693631048664304
37,restaurant,3,427.1857682521645,49.9469082101459,1,0.5341823071599106,high,rct,treated,0.755015792624648,276.37221402388303,0.5139478736002911,True,False,146.4421121180216,18.693631048664304
38,restaurant,16,307.8671096102508,48.18764923339323,1,0.6908624194597736,low,rct,holdout,1.1863315924054103,355.7973935709078,0.8348573616722037,False,False,301.898295706164,18.693631048664304
39,restaurant,7,410.8946871104531,38.68672093157627,2,0.6270978420529142,low,obs,,0.7035462344227063,293.10782317866216,0.7658717897314895,False,False,239.7895938077136,18.693631048664304
40,restaurant,0,474.4633363639095,47.13432699894322,1,0.5569356220568333,high,obs,,0.812320009776488,330.667313629261,0.6447226986729065,True,False,252.9136949505661,18.693631048664304
41,restaurant,13,360.4430427480876,20.748764273805,1,0.3865109339599279,low,obs,,0.9486158444409548,198.1964964597828,0.8067125435904632,False,False,162.70170108692898,18.693631048664304
42,restaurant,4,450.5845293861548,23.431263380530687,1,0.5160938929985489,high,obs,,1.0275822800548309,315.168910097505,0.49416181288782723,True,False,161.1919708599311,18.693631048664304
43,restaurant,6,288.2551314928466,42.66924972809318,1,0.5722814863629553,low,obs,,1.1629429608386825,282.1779896996084,0.7089167627999867,False,False,187.02764765515892,18.693631048664304
44,restaurant,18,457.4928116341642,59.25421078561834,3,0.6978646820390976,high,obs,,1.061786816780963,701.6210540733606,0.9163039039353515,False,False,672.5117870144054,18.693631048664304
45,restaurant,12,382.0426143165866,43.06266052516155,3,0.5995654920806567,low,rct,holdout,0.8144217863374531,367.33306737334084,0.7459277661796788,False,False,264.0459569845736,18.693631048664304
46,restaurant,8,412.9549184512327,30.43389244297995,3,0.4743078158744021,low,rct,treated,0.9985524773283811,389.9705218285198,0.5400980440299102,False,True,210.04800258992836,18.693631048664304
47,restaurant,10,276.6269994569964,37.44993014817477,3,0.6008602800437288,low,obs,,0.8089120417174245,253.20707922363422,0.9211400122252256,False,False,229.28090400683232,18.693631048664304
48,restaurant,8,450.19884784297744,39.74471371397575,3,0.747347691821834,high,obs,,0.9985524773283811,586.8810959175044,0.9120917470798946,False,False,572.8980780082044,18.693631048664304
49,restaurant,14,392.45258791564777,49.584795315115386,1,0.6840150306516453,low,obs,,1.0776802168048698,413.8296951465482,0.6011088328036388,False,True,234.2839138479236,18.693631048664304
50,restaurant,5,292.18334461952173,33.807158932324114,3,0.913246208163012,low,rct,treated,0.9874541776436689,407.0008167132091,0.9566784355362976,False,False,456.2284242649379,18.693631048664304
51,restaurant,17,447.563974386351,24.06113697489845,3,0.4896577434276338,high,obs,,1.1237477840063734,457.25722887118286,0.9425752208728698,False,False,426.0590239802005,18.693631048664304
52,restaurant,15,456.6274871718098,40.3471861546852,1,0.5393484927788987,high,obs,,1.0339918143594733,378.41125260760066,0.9991213356982385,False,False,384.872704874232,18.693631048664304
53,restaurant,10,446.3741139354636,31.24511823115156,1,0.6074596690168812,high,obs,,0.8089120417174245,286.57815861866266,0.4542860437609785,False,True,130.92265114205543,18.693631048664304
54,restaurant,1,477.0455316945095,32.66662298527575,3,0.72665551027991,high,obs,,1.0566406771193153,611.4303934666377,0.5386733165238472,False,True,333.49965582889644,18.693631048664304
55,restaurant,10,365.0900907246552,18.760247929523093,3,0.2980379524829006,low,obs,,0.8089120417174245,206.31602792649474,0.9616980690473528,False,False,192.77913557170936,18.693631048664304
56,restaurant,18,248.21373897984236,43.05529280662458,1,0.5474778819203879,low,obs,,1.061786816780963,217.35160397110508,0.9452742029129718,False,False,219.4319872909954,18.693631048664304
57,restaurant,18,475.1989624451939,40.06836996046446,2,0.2069927644765116,high,rct,treated,1.061786816780963,324.38561333039075,1.0201480551186866,False,False,319.4456103458572,18.693631048664304
58,restaurant,8,405.9939191549474,46.73429453103949,2,0.7333315826021198,low,obs,,0.9985524773283811,478.2460524682791,0.7663938959009672,False,False,392.09863180142327,18.693631048664304
59,restaurant,16,439.9741321039604,33.41053001097761,2,0.4546594252564586,high,rct,treated,1.1863315924054103,429.6635934569638,0.8550294150702332,False,False,418.15026889690387,18.693631048664304
60,restaurant,3,452.6681541880283,33.23446763358756,3,0.4885723288225529,high,obs,,0.755015792624648,335.6693560682417,0.5173210651483284,True,False,173.31612813287308,18.693631048664304
61,restaurant,1,365.3906046203694,43.7380360043745,1,0.9327165961636534,low,obs,,1.0566406771193153,437.7713638546118,0.9872767770260844,False,False,453.54259616619476,18.693631048664304
62,restaurant,19,433.5889437681302,33.635193818226064,1,0.7471420387214784,high,obs,,0.5387255231292021,212.93999989753016,0.8074388931063126,False,False,176.68377973900309,18.693631048664304
63,restaurant,3,374.5372581145507,32.616059869629474,2,0.5208512602917702,low,obs,,0.755015792624648,247.29859835912086,0.5223020311678165,True,False,137.3457332995208,18.693631048664304
64,restaurant,10,411.44547734469865,32.80876991789311,2,0.5505197125423559,low,obs,,0.8089120417174245,299.9965105557936,0.8822577996210702,False,False,254.14913831413847,18.693631048664304
65,restaurant,3,516.4534372494052,17.610567432935483,1,0.7302397585195403,high,obs,,0.755015792624648,304.6545918641041,0.517933335526571,True,False,149.3184461028459,18.693631048664304
66,restaurant,18,506.0360133644607,40.47035999710332,1,0.8370205197698625,high,obs,,1.061786816780963,554.4921429870474,0.5976108421121998,False,True,320.1540954699839,18.693631048664304
67,restaurant,1,517.668259683423,35.7905784432805,1,0.7560155528454503,high,rct,holdout,1.0566406771193153,511.0517132035155,0.8388648398620504,False,False,432.92662347252934,18.693631048664304
68,restaurant,4,420.6179528624276,44.66472657742755,2,0.5051033596507084,high,rct,holdout,1.0275822800548309,409.1666532060665,0.517840404423995,True,False,220.54301446861737,18.693631048664304
69,restaurant,9,429.09458129739033,20.660396469927857,2,0.7357505087184313,high,rct,holdout,1.010749464328485,413.82006586154387,0.7543484343595674,False,False,325.4629537909248,18.693631048664304
70,restaurant,11,350.7283300112523,47.01350040008772,1,0.3863204986316054,low,rct,holdout,1.2417115693927145,313.0461232682947,0.7973988945225563,False,False,234.34302593833667,18.693631048664304
71,restaurant,8,357.3211932865194,47.51877741474018,2,0.5035063581594909,low,obs,,0.9985524773283811,344.46281335256316,0.7177852381429335,False,False,254.14580991027418,18.693631048664304
72,restaurant,5,411.2863816366961,34.60239068993925,3,0.7553462505398624,low,obs,,0.9874541776436689,512.2048919988674,0.9235860452589977,False,False,495.34073306577346,18.693631048664304
73,restaurant,5,478.4629194688177,37.22395202846676,1,0.385940669625081,high,obs,,0.9874541776436689,314.9483741813954,0.8924034011898544,False,False,302.5619276973622,18.693631048664304
74,restaurant,11,316.5587420112724,35.55163529255603,3,0.5075447955303976,low,obs,,1.2417115693927145,400.95298164680503,0.47391687121684273,False,True,201.9434833871715,18.693631048664304
75,restaurant,14,401.7222464068424,40.01629228147958,1,0.7311596663331296,low,rct,holdout,1.0776802168048698,409.9561466446755,0.815750333626225,False,False,361.8910090135866,18.693631048664304
76,restaurant,15,425.6629861257102,44.1358032216268,1,0.6649999029676937,high,rct,treated,1.0339918143594733,407.01957464267275,0.7618168677639987,False,False,308.6543803967364,18.693631048664304
77,restaurant,7,247.763499663955,23.22011122955937,3,0.5370169311404285,low,rct,treated,0.7035462344227063,164.82050005929963,1.0233576145429486,False,False,153.15007782450832,18.693631048664304
78,restaurant,19,383.32898973854816,41.94955378834498,1,0.6419844142933581,low,obs,,0.5387255231292021,184.11510208735885,0.8181118370449568,False,False,142.2948018738418,18.693631048664304
79,restaurant,18,468.3018142794161,54.20098999256111,1,0.7990880203949172,high,rct,holdout,1.061786816780963,551.6541744797352,0.8085336408577554,False,False,434.4227255772134,18.693631048664304
80,restaurant,10,409.7303428019406,43.13837346514765,2,0.5078592726310421,low,rct,holdout,0.8089120417174245,311.013290224094,0.7696284546938497,False,False,208.8163673059234,18.693631048664304
81,restaurant,5,421.7709461395622,28.851685437382265,2,0.95,high,rct,treated,0.9874541776436689,501.25769759018027,0.872957101426586,False,False,425.2119286315333,18.693631048664304
82,restaurant,17,390.439429511364,44.75077575939684,1,0.8827297141091297,low,obs,,1.1237477840063734,483.80986321797974,0.7763699516657078,False,False,347.726387324072,18.693631048664304
83,restaurant,12,540.2773541640328,47.853706902948375,2,0.6413001957645176,high,obs,,0.8144217863374531,484.3133206563313,0.7311877405309263,False,False,330.29875249803297,18.693631048664304
84,restaurant,17,426.7494927430209,37.341105705822514,1,0.8354705841221133,high,obs,,1.1237477840063734,482.33644736640366,0.8480844997275706,False,False,403.56916213398046,18.693631048664304
85,restaurant,0,228.74294869067168,31.44368651121161,3,0.7059382932178644,low,obs,,0.812320009776488,219.34754339312423,0.3550417261171581,True,True,82.03052256247197,18.693631048664304
86,restaurant,5,443.8866640078083,37.02135950249401,3,0.5940331893394556,high,obs,,0.9874541776436689,491.2328542538948,0.851091063058905,False,False,411.8960558392939,18.693631048664304
87,restaurant,17,400.0831833436584,35.81518909718846,2,0.558923023887274,low,rct,holdout,1.1237477840063734,418.6114811068223,0.9321163433996239,False,False,373.78042888293896,18.693631048664304
88,restaurant,14,411.7673064696636,42.872968209607976,2,0.4492464308909856,low,obs,,1.0776802168048698,391.40294560292665,0.9459301736376373,False,False,368.73047164855427,18.693631048664304
89,restaurant,13,351.1749706391747,35.81636474727849,2,0.4582558894900846,low,rct,holdout,0.9486158444409548,280.69012312821974,0.8664573136598142,False,False,236.28387741407263,18.693631048664304
90,restaurant,12,479.1237577949316,35.81760911315356,2,0.5277213233875027,high,obs,,0.8144217863374531,352.6212717484477,0.9464772553564034,False,False,302.7601363542318,18.693631048664304
91,restaurant,3,433.62165128761865,46.09103925042816,1,0.843795882374663,high,rct,holdout,0.755015792624648,354.37294327508073,0.5131104095019309,True,False,181.61470018078154,18.693631048664304
92,restaurant,12,568.9652269004424,29.629387651629205,2,0.573488483079665,high,obs,,0.8144217863374531,415.62319006343733,0.6094819811508329,False,True,250.0588316268158,18.693631048664304
93,restaurant,9,397.7287970847559,27.69823820465324,2,0.5413820063913876,low,obs,,1.010749464328485,344.0736919588809,0.9152832633172948,False,False,320.4408478922926,18.693631048664304
94,restaurant,11,475.08854345031045,42.33793332613311,3,0.7662817478030997,high,rct,treated,1.2417115693927145,797.6364361094453,0.7429122996435495,False,False,635.2540393506144,18.693631048664304
95,restaurant,10,489.9255322823835,25.195122718451017,1,0.5836638652249163,high,rct,treated,0.8089120417174245,292.2342360521541,0.8707568116578079,False,False,252.48805236877817,18.693631048664304
96,restaurant,7,601.2852129143031,56.99427303801917,1,0.558377037586835,high,obs,,0.7035462344227063,389.84840339987096,0.8848200769123297,False,False,323.38988392858386,18.693631048664304
97,restaurant,2,348.8189073572569,35.580654830833744,1,0.5760218645536379,low,obs,,0.8075273088415456,225.07919792652004,0.8341596489916332,False,False,179.4082706689294,18.693631048664304
98,restaurant,13,417.7410574365205,55.04091864933336,1,0.2915765329263313,high,obs,,0.9486158444409548,269.46587096533057,0.7100947011586428,False,True,202.4915387364178,18.693631048664304
99,restaurant,17,482.88929610127406,26.66216964095236,2,0.3482193897444874,high,rct,treated,1.1237477840063734,374.9271126523654,0.8970427462523127,False,False,320.1020853395021,18.693631048664304
100,gym,16,368.5201027163512,69.27156485969178,2,0.5643906626191216,high,obs,,1.1863315924054103,480.1496797348854,0.9376578201005871,False,False,459.5685558757607,13.054646261079396
101,gym,3,310.9544609821099,19.63942593882592,1,0.1822195900807936,high,rct,holdout,0.755015792624648,103.90271291878392,0.5445383219365186,True,False,61.235418121390765,13.054646261079396
102,gym,14,210.69496423257655,60.04435959231273,1,0.5534242945104083,low,rct,treated,1.0776802168048698,198.85802631143454,0.9423558694166576,False,False,163.88186752195404,13.054646261079396
103,gym,15,175.59574465025935,93.00607794047802,1,0.3649842810373466,low,rct,holdout,1.0339918143594733,153.9702404207783,0.8566865793861969,False,False,131.69921009027337,13.054646261079396
104,gym,14,267.2067228428957,62.54606195826727,2,0.4785726129668974,low,obs,,1.0776802168048698,280.6370077578889,0.6458572558382816,False,False,183.43395521623853,13.054646261079396
105,gym,19,289.94872920889605,54.266416253978285,2,0.7321667775814036,high,obs,,0.5387255231292021,183.16415944460837,0.9233139799532364,False,False,155.90395967480956,13.054646261079396
106,gym,10,337.4601679580708,66.861033691492,1,0.4262245942064888,high,rct,holdout,0.8089120417174245,217.99319175633576,1.013277880515423,False,False,217.54854947166962,13.054646261079396
107,gym,7,434.9286564984348,37.77481597472112,3,0.870010684686874,high,rct,holdout,0.7035462344227063,417.70517610125853,0.8518456564988484,False,False,401.2864005716439,13.054646261079396
108,gym,2,192.3350767855333,53.324533967960754,3,0.9206022563163994,low,obs,,0.8075273088415456,240.99929038467477,0.4811200855049575,False,True,107.36283347715714,13.054646261079396
109,gym,12,215.71670423837503,56.64902099716095,3,0.95,low,rct,treated,0.8144217863374531,283.4667230182244,0.8586764105410724,False,False,232.27758122865907,13.054646261079396
110,gym,17,265.83771260514027,64.21423851453578,1,0.813327052091397,low,obs,,1.1237477840063734,333.57359086505664,0.832865086966124,False,False,288.7298639677765,13.054646261079396
111,gym,8,191.43776753833083,66.61933461966328,3,0.7196336079376955,low,obs,,0.9985524773283811,273.7653820978929,0.8027018786193053,False,False,214.26986761618886,13.054646261079396
112,gym,6,381.9583684363602,49.10879011177261,2,0.275971569369962,high,obs,,1.1629429608386825,318.52349702776655,0.9319033824633249,False,False,317.1455555233755,13.054646261079396
113,gym,5,266.15649979816783,81.80998424750047,1,0.5431565614529233,low,obs,,0.9874541776436689,254.90575568377875,0.8593605601483011,False,False,206.4877452916531,13.054646261079396
